0.4	-181.4422119457582	-150.0251171860965	201.6786062360609	-133.79760236684035
-0.64	-187.80485199836968	-189.14341238216346	215.39340340804455	-291.8165310966553
0.28	-334.6204444484389	257.2887330840597	324.00348034944955	270.4196222319837
-0.56	-308.41372874217325	-317.20132139562406	370.65481704362355	-475.24957349509504
-0.84	-163.3591218455044	-82.20597261237037	151.12584396105717	-113.7278957017827
-0.72	-358.60651760701234	-245.49721177520976	275.6075776718616	-263.7212798982801
0.44	-297.9733215985733	-406.6530232203549	360.4276244748462	-373.6252655231681
-0.36	-431.674640695879	-377.87909702828574	264.14240029954124	-253.47974192737297
-0.32	-483.3844656156515	-357.9229810762895	479.8152489716301	-375.2679275327374
-0.2	-510.44910345986585	-372.3806804081772	517.843026276023	-374.61386840840305
0.28	-152.72895350724315	85.97624266681953	158.14032957203494	101.90132152468578
-0.12	-192.4189892500472	-164.69132913372368	185.35644683294663	-164.95642542100288
0.04	-180.63878155367095	-323.557268859523	258.5097456740717	-417.2461417694782
0.76	-222.82888814762967	-328.95142075697663	385.29340025284	-365.15427126398856
-0.52	-340.17403560877824	292.79792900607447	364.4442299847924	224.66466659166286
-0.24	-319.21376197501695	364.88866617413413	472.38981570873574	447.7025263806392
0.32	-415.76544229819734	347.44998854100356	337.6043495332346	313.2688848117722
0.0	-152.0824026533922	-100.3578771634525	145.4067216583907	-94.32836560572721
0.72	-247.02578180548562	145.42746720526048	290.8898089084687	244.48240207298872
0.36	-310.1209186755573	-245.51857500258262	422.20380805561035	-267.82241658571974
0.2	-156.12577924017725	78.18546941169873	159.85222372391377	89.8489472554985
0.12	-217.42286727883072	-253.66646508635736	316.1764778561974	-312.4260265932795
-0.24	-282.63911109449776	-231.86461110607095	241.65270562567054	-214.3167747019081
-0.44	-315.51244667865745	-217.19718894023254	300.6002286377395	-253.73534597170604
-0.2	-264.250294300425	317.93590846584937	264.2913721849254	267.90921116400773
-0.48	-157.64775720608864	105.34167855687541	234.52549464798267	114.32895368660449
-0.2	-170.67116456058784	-127.90923221327655	155.7793964068474	-126.39402682943437
-0.32	-203.08687766370213	-150.152593254612	196.86363307862393	-163.14940499851753
-0.4	-225.22513913330795	194.2410551788822	238.59506301606643	157.11875440794927
-0.4	-240.84982932520643	-180.0019753985899	315.0661222683766	-279.1010927840892
-0.16	-331.16240938677333	-142.90761857453805	301.8704625657443	-142.79194976460178
-0.88	-366.381444058086	183.96640624599974	352.5625975989139	75.7372291085681
-0.84	-163.63516498143923	146.91469896332356	190.36659805312866	105.02746494360622
-0.44	-208.1145272760473	190.0811210152162	227.91362115491438	158.163356655416
0.72	-320.8618127485862	-174.97354198790225	469.3739791789312	-140.2847151579427
0.72	-167.66305777296313	-155.08808125126217	187.94450859256057	-112.19744610011983
-0.88	-333.90911523035896	193.55995976611115	379.29562942103416	114.66024898161606
-0.28	-160.01371847429576	92.22308181175977	169.9539276124881	82.56950893138253
0.24	-215.64485994517585	-257.6011969837459	240.85394778807654	-238.48774487731816
-0.76	-249.32355888520468	336.8224576903312	439.86130399277954	365.5538329911854
-0.12	-339.4387103952505	259.89200746493384	384.2446316818723	250.9802093591965
-0.28	-394.30953971970507	-293.4208011433369	378.8893872994663	-309.0547332096623
-0.08	-386.889428231168	342.0210551944529	413.99397181056656	312.9184888962449
-0.52	-461.9479787908395	-293.1885103651705	387.859148788751	-296.0841271664492
-0.88	-576.7607958639113	-216.19196639999865	118.38332249698738	-99.0635798157399
0.8	-176.23941584618032	88.97712006251884	148.14216398638868	113.59856109398203
0.4	-241.45704765475702	-208.32871635229606	273.0101577014807	-185.41295038374983
-0.64	-276.5626131357659	-279.9742809014339	213.12974107674262	-273.43220603376164
0.2	-284.7228851231928	-352.57748214111234	314.67152285933935	-321.71243284979454
